,ORIGINAL_SCRIPT_CHARACTER,FAN_WORK_FILENAME,matches_count
865,015,109,19
884,015,129,21
905,015,068,27
932,015,039,6
938,015,061,33
971,015,003,56
1027,015,014,24
1051,015,serr2,19
1070,015,050,6
1076,015,008,6
1082,015,049,9
1091,015,126,13
1104,015,085,12
1116,015,074,13
1129,015,m22,7
1136,015,102,26
1162,015,130,6
1168,015,123,12
1180,015,016,13
1193,015,072,20
1213,015,m33,7
1220,015,117,12
1232,015,002,13
1245,015,062,18
1263,015,083,19
1282,015,m15,6
1288,015,m27,25
1313,015,110,12
1325,015,106,18
1343,015,071,32
1375,015,043,6
1381,015,015,2033
3414,015,077,14
3428,015,m26,6
3434,015,120,18
3452,015,047,7
3459,015,112,13
3472,015,045,13
3485,015,012,7
3492,015,041,39
3531,015,095,39
3570,015,m18,6
3576,015,098,45
3621,015,004,44
3665,015,121,12
3677,015,m12,6
3683,015,096,12
3695,015,111,19
3714,015,007,6
3720,015,103,23
3743,015,066,31
3774,015,105,20
3794,015,026,29
3823,015,078,18
3841,015,116,18
3859,015,057,6
3865,015,086,6
3871,015,056,13
3884,015,009,39
3923,015,091,12
3935,015,097,6
3941,015,040,18
3959,015,118,12
3971,015,031,18
3989,015,067,13
4002,015,094,44
4046,015,084,20
4066,015,104,25
4091,015,m20,12
4103,015,032,12
4115,015,073,7
4122,015,090,25
4147,015,m13,18
4165,015,011,8
4173,015,087,14
4187,015,m08,18
4205,015,070,20
4225,015,m32,24
4249,015,054,19
4268,015,m34,13
4281,015,048,39
4320,015,131,12
4332,015,101,8
4340,015,052,12
4352,015,088,24
4376,015,037,18
4394,015,m35,6
4400,015,076,20
0,029,m28,6
6,029,059,88
94,029,080,97
191,029,115,44
235,029,024,12
247,029,013,7
254,029,100,26
280,029,021,38
318,029,m24,45
363,029,046,86
449,029,125,85
534,029,022,34
568,029,099,57
625,029,m21,73
698,029,001,13
711,029,119,40
751,029,006,22
773,029,030,153
926,029,079,26
952,029,000,6
958,029,m17,74
1032,029,m31,45
1077,029,107,34
1111,029,m19,34
1145,029,055,72
1217,029,018,87
1304,029,042,162
1466,029,127,62
1528,029,128,19
1547,029,053,31
1578,029,027,74
1652,029,005,33
1685,029,028,7
1692,029,029,2404
4096,029,017,33
4129,029,033,176
4305,029,m30,60
4365,029,m29,6
4371,029,034,18
4389,029,089,46
4435,029,064,8
4443,029,m16,33
4476,029,m11,79
4555,029,092,33
4588,029,113,32
4620,029,093,50
4670,029,069,114
4784,029,035,143
4927,029,m14,47
4974,029,108,53
5027,029,058,108
5135,029,081,68
5203,029,109,60
5263,029,129,38
5301,029,068,80
5381,029,039,201
5582,029,061,120
5702,029,014,13
5715,029,serr2,59
5774,029,050,95
5869,029,037,166
6035,029,008,12
6047,029,049,52
6099,029,126,37
6136,029,085,12
6148,029,074,83
6231,029,m22,84
6315,029,102,51
6366,029,130,21
6387,029,123,52
6439,029,016,125
6564,029,072,25
6589,029,m33,69
6658,029,117,26
6684,029,065,66
6750,029,062,50
6800,029,083,25
6825,029,m15,31
6856,029,m27,31
6887,029,110,36
6923,029,106,48
6971,029,071,62
7033,029,043,121
7154,029,015,12
7166,029,044,84
7250,029,077,26
7276,029,m26,41
7317,029,051,140
7457,029,124,29
7486,029,120,34
7520,029,047,169
7689,029,m23,43
7732,029,112,41
7773,029,045,62
7835,029,063,68
7903,029,012,19
7922,029,041,137
8059,029,095,17
8076,029,m18,26
8102,029,098,6
8108,029,004,12
8120,029,121,42
8162,029,m12,46
8208,029,096,6
8214,029,111,69
8283,029,007,8
8291,029,103,69
8360,029,066,49
8409,029,105,49
8458,029,026,13
8471,029,078,44
8515,029,116,25
8540,029,057,36
8576,029,086,31
8607,029,056,107
8714,029,009,12
8726,029,091,51
8777,029,097,27
8804,029,040,81
8885,029,060,24
8909,029,118,46
8955,029,031,127
9082,029,067,35
9117,029,094,99
9216,029,084,120
9336,029,104,44
9380,029,m20,54
9434,029,032,157
9591,029,073,67
9658,029,090,49
9707,029,025,37
9744,029,m13,56
9800,029,011,20
9820,029,087,14
9834,029,m08,44
9878,029,070,45
9923,029,m32,81
10004,029,054,44
10048,029,m34,74
10122,029,048,113
10235,029,082,100
10335,029,131,54
10389,029,101,35
10424,029,052,69
10493,029,088,55
10548,029,122,33
10581,029,037,19
10600,029,m35,24
10624,029,076,38
10662,029,114,38
0,101,m28,6
6,101,059,62
68,101,080,88
156,101,115,81
237,101,024,18
255,101,013,6
261,101,100,67
328,101,021,6
334,101,m24,105
439,101,046,34
473,101,125,61
534,101,022,22
556,101,099,65
621,101,m21,189
810,101,001,7
817,101,119,51
868,101,006,24
892,101,030,33
925,101,079,33
958,101,000,25
983,101,m17,103
1086,101,m31,141
1227,101,107,79
1306,101,m19,142
1448,101,055,67
1515,101,018,13
1528,101,042,87
1615,101,127,48
1663,101,128,73
1736,101,053,7
1743,101,027,41
1784,101,005,13
1797,101,028,27
1824,101,029,34
1858,101,017,24
1882,101,033,53
1935,101,m30,47
1982,101,m29,139
2121,101,034,7
2128,101,089,45
2173,101,064,25
2198,101,m16,130
2328,101,m11,140
2468,101,092,39
2507,101,113,82
2589,101,093,69
2658,101,069,60
2718,101,035,28
2746,101,m14,118
2864,101,108,45
2909,101,058,58
2967,101,081,74
3041,101,m36,7
3048,101,109,42
3090,101,129,83
3173,101,068,62
3235,101,039,59
3294,101,061,56
3350,101,003,30
3380,101,serr2,47
3427,101,050,67
3494,101,037,31
3525,101,008,8
3533,101,049,40
3573,101,126,148
3721,101,085,39
3760,101,074,77
3837,101,m22,145
3982,101,102,79
4061,101,130,80
4141,101,123,77
4218,101,016,43
4261,101,072,90
4351,101,m33,135
4486,101,117,136
4622,101,065,61
4683,101,002,6
4689,101,062,48
4737,101,083,37
4774,101,m15,73
4847,101,m27,67
4914,101,110,39
4953,101,106,89
5042,101,071,68
5110,101,043,72
5182,101,015,20
5202,101,044,35
5237,101,077,81
5318,101,m26,133
5451,101,051,66
5517,101,124,53
5570,101,120,62
5632,101,047,61
5693,101,m23,130
5823,101,112,144
5967,101,045,80
6047,101,063,76
6123,101,012,49
6172,101,041,54
6226,101,095,54
6280,101,m18,129
6409,101,098,37
6446,101,004,12
6458,101,121,53
6511,101,m12,79
6590,101,096,6
6596,101,111,98
6694,101,007,6
6700,101,103,102
6802,101,066,36
6838,101,105,101
6939,101,026,14
6953,101,078,44
6997,101,116,68
7065,101,057,37
7102,101,086,37
7139,101,056,60
7199,101,091,110
7309,101,097,154
7463,101,040,21
7484,101,060,34
7518,101,118,56
7574,101,031,37
7611,101,067,50
7661,101,094,91
7752,101,084,78
7830,101,023,6
7836,101,104,53
7889,101,m20,50
7939,101,032,47
7986,101,073,19
8005,101,090,78
8083,101,025,18
8101,101,m13,41
8142,101,011,20
8162,101,087,41
8203,101,m08,94
8297,101,070,44
8341,101,m32,89
8430,101,054,43
8473,101,m34,60
8533,101,048,36
8569,101,075,6
8575,101,082,50
8625,101,131,119
8744,101,101,2541
11285,101,052,58
11343,101,088,68
11411,101,010,6
11417,101,122,44
11461,101,037,14
11475,101,m35,104
11579,101,076,20
11599,101,114,34
0,115,m28,45
45,115,059,65
110,115,080,46
156,115,115,3461
3617,115,024,42
3659,115,013,6
3665,115,100,135
3800,115,021,28
3828,115,m24,84
3912,115,046,6
3918,115,125,108
4026,115,022,18
4044,115,099,109
4153,115,m21,79
4232,115,001,6
4238,115,119,84
4322,115,006,69
4391,115,030,39
4430,115,079,80
4510,115,000,29
4539,115,m17,34
4573,115,m31,56
4629,115,107,155
4784,115,m19,61
4845,115,055,107
4952,115,018,25
4977,115,042,85
5062,115,127,141
5203,115,128,66
5269,115,053,24
5293,115,027,19
5312,115,028,31
5343,115,029,56
5399,115,017,26
5425,115,033,79
5504,115,m30,97
5601,115,m29,57
5658,115,034,6
5664,115,089,114
5778,115,064,30
5808,115,m16,65
5873,115,m11,86
5959,115,092,107
6066,115,113,202
6268,115,093,75
6343,115,069,65
6408,115,035,99
6507,115,m14,74
6581,115,108,70
6651,115,m25,24
6675,115,058,61
6736,115,081,46
6782,115,m36,49
6831,115,109,207
7038,115,129,84
7122,115,068,91
7213,115,039,59
7272,115,061,59
7331,115,003,43
7374,115,014,6
7380,115,serr2,75
7455,115,050,80
7535,115,037,41
7576,115,008,48
7624,115,049,120
7744,115,126,57
7801,115,085,83
7884,115,074,101
7985,115,m22,79
8064,115,102,162
8226,115,130,81
8307,115,123,112
8419,115,016,60
8479,115,072,58
8537,115,m33,82
8619,115,117,45
8664,115,065,88
8752,115,002,7
8759,115,062,61
8820,115,083,73
8893,115,m15,73
8966,115,m27,289
9255,115,110,66
9321,115,106,204
9525,115,071,80
9605,115,043,36
9641,115,015,18
9659,115,044,70
9729,115,077,33
9762,115,m26,61
9823,115,051,54
9877,115,124,68
9945,115,120,118
10063,115,047,56
10119,115,m23,104
10223,115,112,51
10274,115,045,37
10311,115,063,43
10354,115,012,51
10405,115,041,37
10442,115,095,88
10530,115,m18,68
10598,115,098,45
10643,115,004,6
10649,115,121,89
10738,115,m12,79
10817,115,096,27
10844,115,111,73
10917,115,007,58
10975,115,103,220
11195,115,066,71
11266,115,105,154
11420,115,026,18
11438,115,078,41
11479,115,116,94
11573,115,057,51
11624,115,086,62
11686,115,056,80
11766,115,009,7
11773,115,091,70
11843,115,097,174
12017,115,040,67
12084,115,060,62
12146,115,118,96
12242,115,031,50
12292,115,067,102
12394,115,094,78
12472,115,084,77
12549,115,023,6
12555,115,104,79
12634,115,m20,76
12710,115,032,74
12784,115,073,70
12854,115,090,92
12946,115,025,39
12985,115,m13,39
13024,115,011,30
13054,115,087,66
13120,115,m08,69
13189,115,070,133
13322,115,m32,146
13468,115,054,66
13534,115,m34,136
13670,115,048,60
13730,115,075,12
13742,115,082,73
13815,115,131,73
13888,115,101,84
13972,115,052,56
14028,115,088,102
14130,115,010,6
14136,115,122,78
14214,115,037,19
14233,115,m35,74
14307,115,076,16
14323,115,114,57
0,129,m28,12
12,129,059,80
92,129,080,55
147,129,115,84
231,129,024,63
294,129,013,19
313,129,100,82
395,129,021,51
446,129,m24,168
614,129,046,13
627,129,125,77
704,129,022,44
748,129,099,97
845,129,m21,136
981,129,119,89
1070,129,006,53
1123,129,030,49
1172,129,079,40
1212,129,000,25
1237,129,m17,83
1320,129,m31,130
1450,129,107,76
1526,129,m19,243
1769,129,055,82
1851,129,018,34
1885,129,042,101
1986,129,127,99
2085,129,128,97
2182,129,027,31
2213,129,005,18
2231,129,028,19
2250,129,029,39
2289,129,017,75
2364,129,033,54
2418,129,m30,91
2509,129,m29,174
2683,129,034,12
2695,129,089,46
2741,129,064,30
2771,129,m16,176
2947,129,m11,128
3075,129,092,49
3124,129,113,87
3211,129,093,70
3281,129,069,21
3302,129,035,39
3341,129,m14,121
3462,129,108,81
3543,129,058,85
3628,129,081,83
3711,129,m36,27
3738,129,109,101
3839,129,129,2800
6639,129,068,72
6711,129,039,75
6786,129,061,88
6874,129,003,6
6880,129,014,6
6886,129,serr2,98
6984,129,050,75
7059,129,037,44
7103,129,008,31
7134,129,049,28
7162,129,126,187
7349,129,085,52
7401,129,074,50
7451,129,m22,186
7637,129,102,45
7682,129,130,99
7781,129,123,116
7897,129,016,79
7976,129,072,43
8019,129,m33,134
8153,129,117,251
8404,129,065,75
8479,129,062,55
8534,129,083,22
8556,129,m15,134
8690,129,m27,43
8733,129,110,54
8787,129,106,49
8836,129,071,73
8909,129,043,59
8968,129,015,21
8989,129,044,22
9011,129,077,52
9063,129,m26,115
9178,129,051,121
9299,129,124,79
9378,129,120,86
9464,129,047,74
9538,129,m23,152
9690,129,112,189
9879,129,045,63
9942,129,063,47
9989,129,012,46
10035,129,041,70
10105,129,095,102
10207,129,m18,87
10294,129,098,24
10318,129,121,92
10410,129,m12,110
10520,129,096,13
10533,129,111,92
10625,129,007,19
10644,129,103,95
10739,129,066,26
10765,129,105,63
10828,129,026,46
10874,129,078,83
10957,129,116,105
11062,129,057,35
11097,129,086,46
11143,129,056,137
11280,129,009,18
11298,129,091,110
11408,129,097,59
11467,129,040,53
11520,129,060,46
11566,129,118,106
11672,129,031,45
11717,129,067,47
11764,129,094,72
11836,129,084,89
11925,129,104,64
11989,129,m20,49
12038,129,032,58
12096,129,073,50
12146,129,090,117
12263,129,025,29
12292,129,m13,103
12395,129,011,42
12437,129,087,13
12450,129,m08,80
12530,129,070,51
12581,129,m32,161
12742,129,054,36
12778,129,m34,121
12899,129,048,49
12948,129,082,52
13000,129,131,145
13145,129,101,88
13233,129,052,56
13289,129,088,56
13345,129,010,18
13363,129,122,105
13468,129,037,7
13475,129,m35,149
13624,129,076,30
13654,129,114,71
0,128,m28,26
26,128,059,131
157,128,080,179
336,128,115,66
402,128,024,19
421,128,013,14
435,128,100,57
492,128,021,59
551,128,m24,97
648,128,046,24
672,128,125,231
903,128,022,59
962,128,099,157
1119,128,m21,56
1175,128,119,185
1360,128,006,56
1416,128,030,68
1484,128,079,60
1544,128,000,6
1550,128,m17,49
1599,128,m31,78
1677,128,107,56
1733,128,m19,57
1790,128,055,59
1849,128,018,44
1893,128,042,47
1940,128,127,64
2004,128,128,3319
5323,128,053,6
5329,128,027,26
5355,128,005,12
5367,128,029,31
5398,128,017,71
5469,128,033,49
5518,128,m30,81
5599,128,m29,61
5660,128,034,12
5672,128,089,35
5707,128,064,7
5714,128,m16,88
5802,128,m11,48
5850,128,092,65
5915,128,113,91
6006,128,093,57
6063,128,069,54
6117,128,035,33
6150,128,m14,63
6213,128,108,139
6352,128,058,60
6412,128,081,68
6480,128,m36,13
6493,128,109,56
6549,128,129,98
6647,128,068,164
6811,128,039,55
6866,128,061,117
6983,128,003,18
7001,128,014,18
7019,128,serr2,31
7050,128,050,86
7136,128,037,54
7190,128,008,19
7209,128,049,37
7246,128,126,38
7284,128,085,36
7320,128,074,51
7371,128,m22,69
7440,128,102,37
7477,128,130,162
7639,128,123,94
7733,128,016,63
7796,128,072,34
7830,128,m33,73
7903,128,117,124
8027,128,065,62
8089,128,002,18
8107,128,062,46
8153,128,083,20
8173,128,m15,53
8226,128,m27,127
8353,128,110,59
8412,128,106,65
8477,128,071,156
8633,128,043,28
8661,128,015,12
8673,128,044,37
8710,128,077,54
8764,128,m26,42
8806,128,051,35
8841,128,124,211
9052,128,120,63
9115,128,047,54
9169,128,m23,61
9230,128,112,73
9303,128,045,29
9332,128,063,90
9422,128,012,27
9449,128,041,27
9476,128,095,34
9510,128,m18,47
9557,128,098,13
9570,128,004,13
9583,128,121,159
9742,128,m12,35
9777,128,096,12
9789,128,111,141
9930,128,007,31
9961,128,103,50
10011,128,066,78
10089,128,105,28
10117,128,026,39
10156,128,078,102
10258,128,116,95
10353,128,057,71
10424,128,086,37
10461,128,056,118
10579,128,009,24
10603,128,091,105
10708,128,097,50
10758,128,040,73
10831,128,060,48
10879,128,118,64
10943,128,031,43
10986,128,067,64
11050,128,094,120
11170,128,084,171
11341,128,104,101
11442,128,m20,83
11525,128,032,39
11564,128,073,51
11615,128,090,55
11670,128,025,68
11738,128,m13,78
11816,128,011,45
11861,128,087,32
11893,128,m08,83
11976,128,070,64
12040,128,m32,155
12195,128,054,49
12244,128,m34,165
12409,128,048,53
12462,128,082,109
12571,128,131,78
12649,128,101,76
12725,128,052,33
12758,128,088,170
12928,128,010,6
12934,128,122,180
13114,128,037,8
13122,128,m35,65
13187,128,076,35
13222,128,114,138
0,114,059,104
104,114,080,134
238,114,115,51
289,114,024,48
337,114,013,18
355,114,100,15
370,114,021,52
422,114,m24,64
486,114,046,32
518,114,125,233
751,114,022,49
800,114,099,157
957,114,m21,54
1011,114,119,213
1224,114,006,13
1237,114,030,50
1287,114,079,42
1329,114,000,13
1342,114,m17,78
1420,114,m31,54
1474,114,107,62
1536,114,m19,57
1593,114,055,68
1661,114,018,37
1698,114,042,65
1763,114,127,63
1826,114,128,138
1964,114,053,20
1984,114,027,41
2025,114,028,7
2032,114,029,38
2070,114,017,40
2110,114,033,51
2161,114,m30,88
2249,114,m29,56
2305,114,034,19
2324,114,089,34
2358,114,064,12
2370,114,m16,67
2437,114,m11,78
2515,114,092,63
2578,114,113,54
2632,114,093,52
2684,114,069,53
2737,114,035,44
2781,114,m14,72
2853,114,108,73
2926,114,m25,7
2933,114,058,76
3009,114,081,69
3078,114,m36,6
3084,114,109,87
3171,114,129,65
3236,114,068,109
3345,114,039,78
3423,114,061,135
3558,114,003,58
3616,114,014,18
3634,114,serr2,35
3669,114,050,141
3810,114,037,21
3831,114,008,12
3843,114,049,57
3900,114,126,72
3972,114,085,41
4013,114,074,38
4051,114,m22,57
4108,114,102,29
4137,114,130,137
4274,114,123,77
4351,114,016,14
4365,114,072,69
4434,114,m33,39
4473,114,117,18
4491,114,065,63
4554,114,002,7
4561,114,062,20
4581,114,083,24
4605,114,m15,13
4618,114,m27,55
4673,114,110,33
4706,114,106,39
4745,114,071,118
4863,114,043,6
4869,114,044,46
4915,114,077,64
4979,114,m26,75
5054,114,051,55
5109,114,124,157
5266,114,120,86
5352,114,047,48
5400,114,m23,76
5476,114,112,42
5518,114,045,26
5544,114,063,65
5609,114,012,6
5615,114,041,83
5698,114,095,46
5744,114,m18,75
5819,114,098,6
5825,114,004,13
5838,114,121,97
5935,114,m12,50
5985,114,111,164
6149,114,007,7
6156,114,103,46
6202,114,066,69
6271,114,105,35
6306,114,026,29
6335,114,078,75
6410,114,116,50
6460,114,057,81
6541,114,086,69
6610,114,056,79
6689,114,009,18
6707,114,091,49
6756,114,097,45
6801,114,040,26
6827,114,060,65
6892,114,118,54
6946,114,031,39
6985,114,067,76
7061,114,094,152
7213,114,084,156
7369,114,023,7
7376,114,104,61
7437,114,m20,43
7480,114,032,36
7516,114,073,89
7605,114,090,72
7677,114,025,73
7750,114,m13,74
7824,114,011,38
7862,114,087,37
7899,114,m08,38
7937,114,070,43
7980,114,m32,117
8097,114,054,22
8119,114,m34,151
8270,114,048,51
8321,114,075,6
8327,114,082,73
8400,114,131,35
8435,114,101,28
8463,114,052,83
8546,114,088,200
8746,114,122,101
8847,114,m35,73
8920,114,076,12
8932,114,114,3160
0,100,059,66
66,100,080,52
118,100,115,120
238,100,024,39
277,100,013,6
283,100,100,3872
4155,100,021,18
4173,100,m24,40
4213,100,046,41
4254,100,125,28
4282,100,022,21
4303,100,099,61
4364,100,m21,66
4430,100,001,27
4457,100,119,34
4491,100,006,30
4521,100,030,46
4567,100,079,55
4622,100,000,13
4635,100,m17,40
4675,100,m31,37
4712,100,107,211
4923,100,m19,47
4970,100,055,40
5010,100,018,27
5037,100,042,49
5086,100,127,75
5161,100,128,62
5223,100,053,21
5244,100,027,51
5295,100,005,12
5307,100,028,31
5338,100,029,18
5356,100,017,54
5410,100,033,32
5442,100,m30,68
5510,100,m29,53
5563,100,034,19
5582,100,089,155
5737,100,064,52
5789,100,m16,35
5824,100,m11,30
5854,100,092,131
5985,100,113,204
6189,100,093,56
6245,100,069,30
6275,100,035,19
6294,100,m14,85
6379,100,108,89
6468,100,058,53
6521,100,081,79
6600,100,m36,8
6608,100,109,154
6762,100,129,84
6846,100,068,47
6893,100,039,43
6936,100,061,39
6975,100,003,27
7002,100,serr2,110
7112,100,050,58
7170,100,037,46
7216,100,049,45
7261,100,126,38
7299,100,085,66
7365,100,074,92
7457,100,m22,40
7497,100,102,176
7673,100,130,49
7722,100,123,54
7776,100,016,20
7796,100,072,75
7871,100,m33,61
7932,100,117,65
7997,100,065,100
8097,100,062,41
8138,100,083,69
8207,100,m15,47
8254,100,m27,112
8366,100,110,26
8392,100,106,123
8515,100,071,33
8548,100,043,41
8589,100,015,23
8612,100,044,12
8624,100,077,45
8669,100,m26,40
8709,100,051,27
8736,100,124,63
8799,100,120,46
8845,100,047,37
8882,100,m23,58
8940,100,112,70
9010,100,045,46
9056,100,063,34
9090,100,012,25
9115,100,041,52
9167,100,095,132
9299,100,m18,24
9323,100,098,35
9358,100,004,14
9372,100,121,94
9466,100,m12,35
9501,100,096,13
9514,100,111,93
9607,100,007,6
9613,100,103,142
9755,100,066,87
9842,100,105,145
9987,100,026,37
10024,100,078,25
10049,100,116,59
10108,100,057,34
10142,100,086,44
10186,100,056,88
10274,100,009,13
10287,100,091,34
10321,100,097,157
10478,100,040,12
10490,100,060,87
10577,100,118,59
10636,100,031,50
10686,100,067,100
10786,100,094,38
10824,100,084,47
10871,100,023,6
10877,100,104,47
10924,100,m20,29
10953,100,032,67
11020,100,073,64
11084,100,090,52
11136,100,025,8
11144,100,m13,44
11188,100,011,16
11204,100,087,100
11304,100,m08,28
11332,100,070,105
11437,100,m32,51
11488,100,054,56
11544,100,m34,47
11591,100,048,13
11604,100,075,19
11623,100,082,38
11661,100,131,41
11702,100,101,63
11765,100,052,28
11793,100,088,65
11858,100,010,6
11864,100,122,58
11922,100,037,12
11934,100,m35,46
11980,100,076,12
11992,100,114,21
0,028,m28,6
6,028,059,33
39,028,080,25
64,028,115,19
83,028,024,19
102,028,013,32
134,028,100,52
186,028,m24,6
192,028,046,6
198,028,125,6
204,028,022,6
210,028,099,6
216,028,m21,13
229,028,001,30
259,028,119,6
265,028,006,31
296,028,030,6
302,028,079,21
323,028,000,19
342,028,m31,13
355,028,107,6
361,028,m19,24
385,028,055,26
411,028,018,36
447,028,042,44
491,028,127,31
522,028,053,42
564,028,005,33
597,028,028,1951
2548,028,029,8
2556,028,017,33
2589,028,033,15
2604,028,m30,19
2623,028,m29,14
2637,028,034,13
2650,028,064,34
2684,028,m11,12
2696,028,092,12
2708,028,113,13
2721,028,093,14
2735,028,069,25
2760,028,m14,7
2767,028,m25,18
2785,028,058,6
2791,028,081,21
2812,028,m36,9
2821,028,109,19
2840,028,129,13
2853,028,068,20
2873,028,039,7
2880,028,061,32
2912,028,003,45
2957,028,014,24
2981,028,serr2,8
2989,028,050,13
3002,028,037,14
3016,028,008,24
3040,028,049,15
3055,028,126,6
3061,028,085,12
3073,028,074,39
3112,028,102,21
3133,028,130,18
3151,028,016,6
3157,028,072,15
3172,028,065,18
3190,028,002,6
3196,028,062,34
3230,028,083,6
3236,028,m15,21
3257,028,m27,13
3270,028,106,32
3302,028,071,25
3327,028,043,6
3333,028,015,60
3393,028,m26,6
3399,028,124,6
3405,028,120,13
3418,028,m23,6
3424,028,112,12
3436,028,045,12
3448,028,063,14
3462,028,012,14
3476,028,041,45
3521,028,095,43
3564,028,m18,12
3576,028,098,41
3617,028,004,26
3643,028,121,7
3650,028,m12,20
3670,028,096,31
3701,028,111,13
3714,028,007,12
3726,028,103,12
3738,028,066,21
3759,028,105,7
3766,028,026,7
3773,028,078,16
3789,028,116,21
3810,028,057,6
3816,028,086,21
3837,028,056,18
3855,028,009,34
3889,028,091,20
3909,028,097,7
3916,028,040,13
3929,028,060,30
3959,028,118,18
3977,028,067,15
3992,028,094,47
4039,028,084,7
4046,028,104,12
4058,028,m20,7
4065,028,032,14
4079,028,073,25
4104,028,090,48
4152,028,025,6
4158,028,m13,33
4191,028,011,6
4197,028,087,19
4216,028,m08,27
4243,028,070,21
4264,028,m32,19
4283,028,054,6
4289,028,m34,19
4308,028,048,39
4347,028,131,12
4359,028,101,9
4368,028,088,31
4399,028,122,12
4411,028,037,12
4423,028,m35,25
4448,028,076,31
4479,028,114,13
0,013,m28,6
6,013,059,41
47,013,080,12
59,013,115,6
65,013,024,38
103,013,013,1749
1852,013,100,6
1858,013,021,14
1872,013,125,20
1892,013,022,27
1919,013,099,14
1933,013,m21,7
1940,013,001,35
1975,013,006,38
2013,013,030,14
2027,013,079,6
2033,013,m17,6
2039,013,m31,6
2045,013,107,13
2058,013,m19,19
2077,013,018,7
2084,013,042,6
2090,013,128,8
2098,013,053,15
2113,013,027,18
2131,013,005,15
2146,013,028,20
2166,013,029,6
2172,013,017,24
2196,013,033,21
2217,013,m30,6
2223,013,m29,26
2249,013,034,18
2267,013,064,18
2285,013,m11,12
2297,013,113,7
2304,013,093,12
2316,013,069,14
2330,013,035,15
2345,013,m14,18
2363,013,108,14
2377,013,m25,12
2389,013,058,14
2403,013,081,6
2409,013,m36,12
2421,013,109,12
2433,013,129,19
2452,013,068,18
2470,013,039,38
2508,013,061,18
2526,013,003,61
2587,013,014,30
2617,013,050,15
2632,013,037,28
2660,013,008,20
2680,013,085,19
2699,013,074,19
2718,013,102,6
2724,013,016,6
2730,013,072,18
2748,013,m33,6
2754,013,117,20
2774,013,002,19
2793,013,062,7
2800,013,083,6
2806,013,m15,6
2812,013,m27,7
2819,013,110,12
2831,013,106,12
2843,013,071,15
2858,013,015,32
2890,013,044,12
2902,013,124,12
2914,013,120,18
2932,013,047,12
2944,013,m23,18
2962,013,112,6
2968,013,045,7
2975,013,063,6
2981,013,012,13
2994,013,041,20
3014,013,095,12
3026,013,m18,6
3032,013,098,12
3044,013,004,14
3058,013,121,14
3072,013,m12,7
3079,013,096,37
3116,013,007,20
3136,013,066,18
3154,013,105,12
3166,013,026,30
3196,013,078,6
3202,013,116,6
3208,013,057,13
3221,013,086,7
3228,013,056,60
3288,013,009,8
3296,013,091,19
3315,013,097,6
3321,013,060,33
3354,013,118,7
3361,013,031,12
3373,013,067,6
3379,013,094,18
3397,013,084,19
3416,013,023,6
3422,013,104,25
3447,013,m20,30
3477,013,032,33
3510,013,073,12
3522,013,090,18
3540,013,025,18
3558,013,m13,18
3576,013,011,20
3596,013,087,6
3602,013,m08,18
3620,013,070,6
3626,013,m32,24
3650,013,054,14
3664,013,m34,24
3688,013,048,12
3700,013,075,12
3712,013,082,12
3724,013,131,6
3730,013,101,12
3742,013,052,8
3750,013,088,19
3769,013,037,6
3775,013,076,18
3793,013,114,19
0,074,m28,34
34,074,059,185
219,074,080,93
312,074,115,95
407,074,024,72
479,074,013,19
498,074,100,88
586,074,021,45
631,074,m24,59
690,074,046,65
755,074,125,48
803,074,022,46
849,074,099,101
950,074,m21,81
1031,074,001,21
1052,074,119,6
1058,074,006,31
1089,074,030,77
1166,074,079,69
1235,074,000,14
1249,074,m17,68
1317,074,m31,70
1387,074,107,112
1499,074,m19,67
1566,074,055,127
1693,074,018,36
1729,074,042,93
1822,074,127,111
1933,074,128,51
1984,074,053,39
2023,074,027,46
2069,074,005,12
2081,074,028,45
2126,074,029,78
2204,074,017,83
2287,074,033,100
2387,074,m30,322
2709,074,m29,71
2780,074,034,6
2786,074,089,40
2826,074,064,31
2857,074,m16,93
2950,074,m11,97
3047,074,092,26
3073,074,113,76
3149,074,093,106
3255,074,069,87
3342,074,035,68
3410,074,m14,83
3493,074,108,73
3566,074,m25,12
3578,074,058,85
3663,074,081,110
3773,074,m36,6
3779,074,109,79
3858,074,129,40
3898,074,068,72
3970,074,039,140
4110,074,061,103
4213,074,003,39
4252,074,014,27
4279,074,serr2,81
4360,074,050,104
4464,074,037,156
4620,074,008,18
4638,074,049,83
4721,074,126,86
4807,074,085,73
4880,074,074,3510
8390,074,m22,51
8441,074,102,101
8542,074,130,54
8596,074,123,49
8645,074,016,106
8751,074,072,76
8827,074,m33,82
8909,074,117,93
9002,074,065,72
9074,074,002,50
9124,074,062,607
9731,074,083,36
9767,074,m15,82
9849,074,m27,32
9881,074,110,170
10051,074,106,83
10134,074,071,87
10221,074,043,65
10286,074,015,12
10298,074,044,83
10381,074,077,150
10531,074,m26,76
10607,074,051,89
10696,074,124,74
10770,074,120,107
10877,074,047,75
10952,074,m23,62
11014,074,112,71
11085,074,045,124
11209,074,063,185
11394,074,012,62
11456,074,041,132
11588,074,095,87
11675,074,m18,74
11749,074,098,30
11779,074,121,85
11864,074,m12,28
11892,074,096,18
11910,074,111,33
11943,074,007,12
11955,074,103,78
12033,074,066,191
12224,074,105,78
12302,074,026,66
12368,074,078,105
12473,074,116,175
12648,074,057,33
12681,074,086,131
12812,074,056,99
