,ORIGINAL_SCRIPT_CHARACTER,FAN_WORK_FILENAME,matches_count
0,070,059,45
45,070,080,84
129,070,115,128
257,070,024,28
285,070,013,12
297,070,100,108
405,070,021,12
417,070,m24,56
473,070,046,16
489,070,125,29
518,070,022,52
570,070,099,108
678,070,m21,58
736,070,001,6
742,070,119,81
823,070,006,20
843,070,030,58
901,070,079,113
1014,070,m17,13
1027,070,m31,50
1077,070,107,98
1175,070,m19,50
1225,070,055,116
1341,070,018,49
1390,070,042,101
1491,070,127,75
1566,070,128,65
1631,070,053,12
1643,070,027,43
1686,070,005,25
1711,070,028,25
1736,070,029,39
1775,070,017,50
1825,070,033,48
1873,070,m30,126
1999,070,m29,43
2042,070,034,7
2049,070,089,116
2165,070,064,12
2177,070,m16,57
2234,070,m11,78
2312,070,092,76
2388,070,113,121
2509,070,093,76
2585,070,069,72
2657,070,035,50
2707,070,m14,62
2769,070,108,86
2855,070,m25,6
2861,070,058,67
2928,070,081,64
2992,070,109,134
3126,070,129,52
3178,070,068,98
3276,070,039,51
3327,070,061,144
3471,070,003,18
3489,070,014,6
3495,070,serr2,138
3633,070,050,65
3698,070,037,60
3758,070,008,6
3764,070,049,57
3821,070,126,22
3843,070,085,82
3925,070,074,113
4038,070,m22,47
4085,070,102,98
4183,070,130,54
4237,070,123,41
4278,070,016,35
4313,070,072,81
4394,070,m33,50
4444,070,117,64
4508,070,065,150
4658,070,002,12
4670,070,062,74
4744,070,083,70
4814,070,m15,66
4880,070,m27,81
4961,070,110,70
5031,070,106,107
5138,070,071,78
5216,070,043,92
5308,070,015,19
5327,070,044,72
5399,070,077,47
5446,070,m26,34
5480,070,051,87
5567,070,124,87
5654,070,120,44
5698,070,047,71
5769,070,m23,35
5804,070,112,37
5841,070,045,105
5946,070,063,80
6026,070,012,21
6047,070,041,89
6136,070,095,95
6231,070,m18,60
6291,070,098,6
6297,070,004,6
6303,070,121,43
6346,070,m12,46
6392,070,111,74
6466,070,103,148
6614,070,066,73
6687,070,105,143
6830,070,026,21
6851,070,078,70
6921,070,116,78
6999,070,057,34
7033,070,086,60
7093,070,056,35
7128,070,009,6
7134,070,091,102
7236,070,097,111
7347,070,040,55
7402,070,060,112
7514,070,118,52
7566,070,031,54
7620,070,067,157
7777,070,094,65
7842,070,084,80
7922,070,023,6
7928,070,104,60
7988,070,m20,52
8040,070,032,90
8130,070,073,34
8164,070,090,75
8239,070,025,12
8251,070,m13,41
8292,070,011,16
8308,070,087,115
8423,070,m08,43
8466,070,070,2922
11388,070,m32,60
11448,070,054,77
11525,070,m34,95
11620,070,048,8
11628,070,075,6
11634,070,082,104
11738,070,131,38
11776,070,101,55
11831,070,052,58
11889,070,088,72
11961,070,010,6
11967,070,122,76
12043,070,037,12
12055,070,m35,97
12152,070,076,13
12165,070,114,43
0,064,m28,31
31,064,059,12
43,064,115,12
55,064,024,15
70,064,013,25
95,064,100,38
133,064,021,12
145,064,m24,6
151,064,125,13
164,064,022,18
182,064,099,35
217,064,001,35
252,064,119,13
265,064,006,27
292,064,030,12
304,064,079,14
318,064,000,62
380,064,m31,6
386,064,107,29
415,064,m19,6
421,064,055,37
458,064,042,37
495,064,127,12
507,064,128,7
514,064,053,6
520,064,005,19
539,064,028,28
567,064,029,8
575,064,017,23
598,064,033,12
610,064,034,19
629,064,064,2102
2731,064,m11,12
2743,064,113,12
2755,064,093,14
2769,064,069,24
2793,064,m14,6
2799,064,108,18
2817,064,m25,6
2823,064,058,12
2835,064,081,13
2848,064,m36,7
2855,064,109,25
2880,064,129,24
2904,064,068,26
2930,064,039,6
2936,064,061,13
2949,064,003,41
2990,064,014,12
3002,064,serr2,8
3010,064,050,34
3044,064,037,16
3060,064,008,18
3078,064,126,6
3084,064,085,12
3096,064,074,25
3121,064,102,18
3139,064,072,20
3159,064,m33,6
3165,064,117,14
3179,064,065,6
3185,064,002,6
3191,064,062,26
3217,064,106,32
3249,064,071,6
3255,064,043,6
3261,064,015,17
3278,064,044,6
3284,064,077,6
3290,064,m26,13
3303,064,051,6
3309,064,124,12
3321,064,120,6
3327,064,047,8
3335,064,m23,19
3354,064,112,6
3360,064,045,12
3372,064,063,28
3400,064,012,7
3407,064,041,31
3438,064,095,26
3464,064,098,46
3510,064,004,18
3528,064,121,8
3536,064,096,13
3549,064,111,20
3569,064,103,14
3583,064,066,43
3626,064,105,7
3633,064,026,6
3639,064,078,32
3671,064,116,25
3696,064,057,20
3716,064,086,6
3722,064,056,13
3735,064,009,12
3747,064,091,38
3785,064,097,7
3792,064,040,13
3805,064,118,6
3811,064,031,12
3823,064,067,19
3842,064,094,12
3854,064,084,12
3866,064,023,6
3872,064,104,6
3878,064,m20,21
3899,064,032,14
3913,064,073,14
3927,064,090,20
3947,064,025,14
3961,064,011,7
3968,064,087,19
3987,064,m08,12
3999,064,070,6
4005,064,m32,19
4024,064,054,14
4038,064,m34,24
4062,064,048,13
4075,064,131,6
4081,064,101,13
4094,064,052,12
4106,064,088,19
4125,064,010,6
4131,064,122,13
4144,064,037,18
4162,064,m35,6
4168,064,076,27
4195,064,114,12
0,004,059,12
12,004,115,12
24,004,013,14
38,004,100,14
52,004,021,6
58,004,046,12
70,004,125,6
76,004,099,6
82,004,001,33
115,004,119,6
121,004,006,27
148,004,030,8
156,004,079,21
177,004,000,67
244,004,m17,6
250,004,m31,6
256,004,m19,12
268,004,018,7
275,004,042,12
287,004,127,18
305,004,128,13
318,004,053,12
330,004,005,21
351,004,028,44
395,004,029,12
407,004,017,25
432,004,033,19
451,004,m29,6
457,004,034,25
482,004,064,24
506,004,m16,6
512,004,m11,6
518,004,092,6
524,004,113,19
543,004,093,6
549,004,069,13
562,004,035,8
570,004,108,27
597,004,m25,12
609,004,058,14
623,004,081,12
635,004,m36,6
641,004,068,7
648,004,039,33
681,004,003,38
719,004,014,18
737,004,serr2,18
755,004,050,6
761,004,037,33
794,004,049,8
802,004,126,6
808,004,085,6
814,004,m22,6
820,004,102,6
826,004,123,6
832,004,016,13
845,004,072,12
857,004,117,6
863,004,002,6
869,004,062,7
876,004,m15,12
888,004,m27,13
901,004,106,12
913,004,071,6
919,004,015,38
957,004,051,7
964,004,124,6
970,004,120,7
977,004,047,19
996,004,063,6
1002,004,012,16
1018,004,041,13
1031,004,095,12
1043,004,098,18
1061,004,004,2047
3108,004,121,12
3120,004,m12,6
3126,004,111,12
3138,004,007,14
3152,004,103,6
3158,004,066,27
3185,004,105,18
3203,004,026,15
3218,004,078,12
3230,004,116,18
3248,004,056,20
3268,004,097,6
3274,004,060,12
3286,004,118,13
3299,004,031,6
3305,004,067,6
3311,004,094,6
3317,004,084,6
3323,004,m20,6
3329,004,032,14
3343,004,073,20
3363,004,090,18
3381,004,025,25
3406,004,m13,15
3421,004,011,13
3434,004,087,6
3440,004,m08,19
3459,004,070,6
3465,004,m32,18
3483,004,m34,27
3510,004,048,7
3517,004,082,6
3523,004,101,8
3531,004,052,15
3546,004,088,12
3558,004,122,6
3564,004,037,6
3570,004,m35,6
3576,004,076,12
3588,004,114,13
0,010,m28,12
12,010,100,6
18,010,021,6
24,010,046,6
30,010,125,6
36,010,022,13
49,010,099,6
55,010,006,18
73,010,030,13
86,010,107,6
92,010,m19,12
104,010,018,7
111,010,042,6
117,010,127,6
123,010,027,12
135,010,017,13
148,010,m30,6
154,010,034,7
161,010,089,7
168,010,064,6
174,010,113,7
181,010,035,6
187,010,058,12
199,010,m36,12
211,010,109,6
217,010,129,18
235,010,068,7
242,010,061,6
248,010,003,12
260,010,serr2,6
266,010,008,6
272,010,074,6
278,010,123,7
285,010,016,6
291,010,m33,6
297,010,065,12
309,010,002,12
321,010,062,6
327,010,083,12
339,010,m15,14
353,010,106,6
359,010,071,6
365,010,m26,6
371,010,124,13
384,010,120,13
397,010,m23,13
410,010,112,6
416,010,045,6
422,010,063,7
429,010,095,6
435,010,121,6
441,010,096,7
448,010,111,6
454,010,103,6
460,010,066,6
466,010,026,6
472,010,078,12
484,010,116,6
490,010,057,6
496,010,086,7
503,010,056,7
510,010,040,6
516,010,031,7
523,010,094,19
542,010,104,6
548,010,032,6
554,010,011,6
560,010,m08,6
566,010,070,6
572,010,054,13
585,010,m34,6
591,010,075,6
597,010,101,6
603,010,052,8
611,010,010,1719
2330,010,037,12
2342,010,m35,12
2354,010,076,12
0,104,m28,13
13,104,059,212
225,104,080,189
414,104,115,88
502,104,024,33
535,104,013,18
553,104,100,47
600,104,021,78
678,104,m24,51
729,104,046,44
773,104,125,183
956,104,022,19
975,104,099,255
1230,104,m21,87
1317,104,001,6
1323,104,119,141
1464,104,006,26
1490,104,030,50
1540,104,079,43
1583,104,000,6
1589,104,m17,27
1616,104,m31,78
1694,104,107,57
1751,104,m19,102
1853,104,055,86
1939,104,018,39
1978,104,042,109
2087,104,127,89
2176,104,128,101
2277,104,053,21
2298,104,027,75
2373,104,005,18
2391,104,028,6
2397,104,029,41
2438,104,017,38
2476,104,033,49
2525,104,m30,86
2611,104,m29,92
2703,104,034,28
2731,104,089,52
2783,104,064,18
2801,104,m16,74
2875,104,m11,91
2966,104,092,35
3001,104,113,98
3099,104,093,100
3199,104,069,56
3255,104,035,46
3301,104,m14,104
3405,104,108,107
3512,104,m25,12
3524,104,058,113
3637,104,081,92
3729,104,m36,6
3735,104,109,75
3810,104,129,58
3868,104,068,153
4021,104,039,69
4090,104,061,218
4308,104,003,6
4314,104,014,6
4320,104,serr2,40
4360,104,050,139
4499,104,037,67
4566,104,008,6
4572,104,049,73
4645,104,126,60
4705,104,085,65
4770,104,074,78
4848,104,m22,85
4933,104,102,74
5007,104,130,112
5119,104,123,69
5188,104,016,80
5268,104,072,37
5305,104,m33,65
5370,104,117,84
5454,104,065,62
5516,104,062,60
5576,104,083,38
5614,104,m15,55
5669,104,m27,56
5725,104,110,88
5813,104,106,91
5904,104,071,199
6103,104,043,72
6175,104,015,25
6200,104,044,22
6222,104,077,30
6252,104,m26,65
6317,104,051,65
6382,104,124,129
6511,104,120,61
6572,104,047,79
6651,104,m23,76
6727,104,112,59
6786,104,045,46
6832,104,063,84
6916,104,012,20
6936,104,041,108
7044,104,095,60
7104,104,m18,32
7136,104,098,13
7149,104,121,172
7321,104,m12,74
7395,104,096,19
7414,104,111,227
7641,104,007,12
7653,104,103,77
7730,104,066,91
7821,104,105,92
7913,104,026,37
7950,104,078,103
8053,104,116,95
8148,104,057,86
8234,104,086,54
8288,104,056,91
8379,104,091,151
8530,104,097,94
8624,104,040,83
8707,104,060,49
8756,104,118,55
8811,104,031,43
8854,104,067,59
8913,104,094,151
9064,104,084,197
9261,104,023,6
9267,104,104,3675
12942,104,m20,70
13012,104,032,54
13066,104,073,84
13150,104,090,104
13254,104,025,25
13279,104,m13,83
13362,104,011,28
13390,104,087,48
13438,104,m08,97
13535,104,070,61
13596,104,m32,151
13747,104,054,43
13790,104,m34,133
13923,104,048,81
14004,104,082,63
14067,104,131,62
14129,104,101,59
14188,104,052,75
14263,104,088,196
14459,104,010,6
14465,104,122,73
14538,104,m35,32
14570,104,076,15
14585,104,114,61
0,110,059,101
101,110,080,83
184,110,115,60
244,110,024,19
263,110,013,12
275,110,100,26
301,110,021,27
328,110,m24,53
381,110,046,13
394,110,125,50
444,110,022,31
475,110,099,99
574,110,m21,43
617,110,001,7
624,110,119,57
681,110,030,40
721,110,079,27
748,110,m17,39
787,110,m31,26
813,110,107,69
882,110,m19,86
968,110,055,56
1024,110,018,32
1056,110,042,44
1100,110,127,199
1299,110,128,64
1363,110,053,6
1369,110,027,35
1404,110,029,35
1439,110,017,14
1453,110,033,39
1492,110,m30,176
1668,110,m29,63
1731,110,034,7
1738,110,089,37
1775,110,m16,52
1827,110,m11,44
1871,110,092,53
1924,110,113,104
2028,110,093,82
2110,110,069,51
2161,110,035,26
2187,110,m14,91
2278,110,108,75
2353,110,058,48
2401,110,081,75
2476,110,109,42
2518,110,129,48
2566,110,068,58
2624,110,039,73
2697,110,061,98
2795,110,003,12
2807,110,014,6
2813,110,serr2,35
2848,110,050,46
2894,110,037,50
2944,110,049,58
3002,110,126,46
3048,110,085,45
3093,110,074,167
3260,110,m22,36
3296,110,102,51
3347,110,130,81
3428,110,123,76
3504,110,016,94
3598,110,072,32
3630,110,m33,58
3688,110,117,36
3724,110,065,50
3774,110,002,6
3780,110,062,101
3881,110,083,32
3913,110,m15,62
3975,110,m27,33
4008,110,110,2420
6428,110,106,32
6460,110,071,92
6552,110,043,45
6597,110,015,12
6609,110,044,47
6656,110,077,113
6769,110,m26,46
6815,110,051,48
6863,110,124,34
6897,110,120,563
7460,110,047,60
7520,110,m23,60
7580,110,112,54
7634,110,045,75
7709,110,063,78
7787,110,012,17
7804,110,041,74
7878,110,095,77
7955,110,m18,54
8009,110,004,6
8015,110,121,60
8075,110,m12,81
8156,110,111,53
8209,110,103,90
8299,110,066,100
8399,110,105,67
8466,110,026,13
8479,110,078,61
8540,110,116,175
8715,110,057,29
8744,110,086,148
8892,110,056,112
9004,110,009,7
9011,110,091,188
9199,110,097,70
9269,110,040,53
9322,110,060,8
9330,110,118,217
9547,110,031,36
9583,110,067,62
9645,110,094,33
9678,110,084,91
9769,110,023,12
9781,110,104,84
9865,110,m20,49
9914,110,032,45
9959,110,073,13
9972,110,090,145
10117,110,025,43
10160,110,m13,65
10225,110,011,24
10249,110,087,21
10270,110,m08,82
10352,110,070,64
10416,110,m32,71
10487,110,054,29
10516,110,m34,47
10563,110,048,60
10623,110,082,151
10774,110,131,44
10818,110,101,39
10857,110,052,33
10890,110,088,84
10974,110,122,77
11051,110,m35,41
11092,110,114,28
0,111,059,205
205,111,080,173
378,111,115,60
438,111,024,39
477,111,100,93
570,111,021,59
629,111,m24,114
743,111,046,51
794,111,125,200
994,111,022,33
1027,111,099,221
1248,111,m21,92
1340,111,001,12
1352,111,119,193
1545,111,006,12
1557,111,030,48
1605,111,079,52
1657,111,000,18
1675,111,m17,46
1721,111,m31,95
1816,111,107,76
1892,111,m19,103
1995,111,055,111
2106,111,018,57
2163,111,042,95
2258,111,127,176
2434,111,128,143
2577,111,053,13
2590,111,027,49
2639,111,005,6
2645,111,028,19
2664,111,029,77
2741,111,017,38
2779,111,033,86
2865,111,m30,93
2958,111,m29,129
3087,111,089,67
3154,111,064,27
3181,111,m16,58
3239,111,m11,115
3354,111,092,59
3413,111,113,96
3509,111,093,70
3579,111,069,91
3670,111,035,82
3752,111,m14,115
3867,111,108,135
4002,111,058,106
4108,111,081,80
4188,111,m36,14
4202,111,109,90
4292,111,129,81
4373,111,068,149
4522,111,039,40
4562,111,061,155
4717,111,003,26
4743,111,serr2,75
4818,111,050,85
4903,111,037,74
4977,111,008,6
4983,111,049,65
5048,111,126,99
5147,111,085,57
5204,111,074,27
5231,111,m22,111
5342,111,102,100
5442,111,130,121
5563,111,123,146
5709,111,016,52
5761,111,072,47
5808,111,m33,94
5902,111,117,102
6004,111,065,103
6107,111,002,18
6125,111,062,32
6157,111,083,28
6185,111,m15,65
6250,111,m27,66
6316,111,110,54
6370,111,106,92
6462,111,071,153
6615,111,043,71
6686,111,015,19
6705,111,044,94
6799,111,077,34
6833,111,m26,38
6871,111,051,102
6973,111,124,167
7140,111,120,63
7203,111,047,71
7274,111,m23,69
7343,111,112,52
7395,111,045,92
7487,111,063,43
7530,111,012,19
7549,111,041,110
7659,111,095,99
7758,111,m18,107
7865,111,098,25
7890,111,004,6
7896,111,121,179
8075,111,m12,74
8149,111,096,12
8161,111,111,3081
11242,111,007,6
11248,111,103,105
11353,111,066,72
11425,111,105,69
11494,111,026,65
11559,111,078,121
11680,111,116,86
11766,111,057,92
11858,111,086,62
11920,111,056,98
12018,111,091,115
12133,111,097,102
12235,111,040,49
12284,111,060,71
12355,111,118,59
12414,111,031,47
12461,111,067,62
12523,111,094,220
12743,111,084,217
12960,111,104,233
13193,111,m20,41
13234,111,032,48
13282,111,073,51
13333,111,090,116
13449,111,025,45
13494,111,m13,118
13612,111,011,52
13664,111,087,51
13715,111,m08,111
13826,111,070,75
13901,111,m32,165
14066,111,054,48
14114,111,m34,166
14280,111,048,47
14327,111,082,73
14400,111,131,83
14483,111,101,102
14585,111,052,52
14637,111,088,211
14848,111,010,6
14854,111,122,119
14973,111,037,12
14985,111,m35,75
15060,111,076,6
15066,111,114,161
0,105,m28,6
6,105,059,76
82,105,080,77
159,105,115,150
309,105,024,24
333,105,013,12
345,105,100,158
503,105,021,43
546,105,m24,33
579,105,046,28
607,105,125,52
659,105,022,34
693,105,099,129
822,105,m21,20
842,105,001,12
854,105,119,72
926,105,006,42
968,105,030,12
980,105,079,66
1046,105,000,12
1058,105,m17,71
1129,105,m31,44
1173,105,107,187
1360,105,m19,48
1408,105,055,51
1459,105,018,40
1499,105,042,72
1571,105,127,75
1646,105,128,28
1674,105,053,19
1693,105,027,59
1752,105,005,24
1776,105,028,18
1794,105,029,50
1844,105,017,39
1883,105,033,37
1920,105,m30,56
1976,105,m29,58
2034,105,034,22
2056,105,089,129
2185,105,064,18
2203,105,m16,52
2255,105,m11,40
2295,105,092,92
2387,105,113,202
2589,105,093,54
2643,105,069,68
2711,105,035,51
2762,105,m14,47
2809,105,108,67
2876,105,058,66
2942,105,081,67
3009,105,m36,7
3016,105,109,171
3187,105,129,62
3249,105,068,102
3351,105,039,66
3417,105,061,91
3508,105,003,6
3514,105,014,6
3520,105,serr2,75
3595,105,050,54
3649,105,037,53
3702,105,049,34
3736,105,126,63
3799,105,085,92
3891,105,074,77
3968,105,m22,71
4039,105,102,142
4181,105,130,76
4257,105,123,81
4338,105,016,39
4377,105,072,78
4455,105,m33,27
4482,105,117,32
4514,105,065,94
4608,105,062,72
4680,105,083,35
4715,105,m15,49
4764,105,m27,222
4986,105,110,65
5051,105,106,148
5199,105,071,99
5298,105,043,34
5332,105,015,33
5365,105,044,38
5403,105,077,54
5457,105,m26,31
5488,105,051,50
5538,105,124,68
5606,105,120,80
5686,105,047,42
5728,105,m23,48
5776,105,112,56
5832,105,045,46
5878,105,063,50
5928,105,012,25
5953,105,041,64
6017,105,095,168
6185,105,m18,53
6238,105,098,26
6264,105,004,13
6277,105,121,81
6358,105,m12,90
6448,105,096,12
6460,105,111,75
6535,105,007,18
6553,105,103,150
6703,105,066,39
6742,105,105,3148
9890,105,026,24
9914,105,078,33
9947,105,116,104
10051,105,057,30
10081,105,086,51
10132,105,056,63
10195,105,009,8
10203,105,091,102
10305,105,097,153
10458,105,040,28
10486,105,060,97
10583,105,118,61
10644,105,031,49
10693,105,067,110
10803,105,094,54
10857,105,084,85
10942,105,104,94
11036,105,m20,40
11076,105,032,34
11110,105,073,44
11154,105,090,85
11239,105,025,34
11273,105,m13,33
11306,105,011,12
11318,105,087,77
11395,105,m08,82
11477,105,070,142
11619,105,m32,114
11733,105,054,66
11799,105,m34,93
11892,105,048,50
11942,105,075,6
11948,105,082,60
12008,105,131,41
12049,105,101,101
12150,105,052,33
12183,105,088,81
12264,105,122,76
12340,105,m35,68
12408,105,114,29
0,011,m28,13
13,011,059,82
95,011,080,18
113,011,115,23
136,011,024,78
214,011,013,21
235,011,100,22
257,011,021,100
357,011,m24,19
376,011,046,19
395,011,125,26
421,011,022,53
474,011,099,60
534,011,m21,37
571,011,001,7
578,011,119,31
609,011,006,18
627,011,030,27
654,011,079,26
680,011,000,12
692,011,m17,6
698,011,m31,22
720,011,107,19
739,011,m19,18
757,011,055,21
778,011,018,36
814,011,042,24
838,011,127,38
876,011,128,34
910,011,053,12
922,011,027,28
950,011,005,40
990,011,028,24
1014,011,029,20
1034,011,017,64
1098,011,033,77
1175,011,m30,27
1202,011,m29,22
1224,011,034,8
1232,011,089,18
1250,011,064,18
1268,011,m16,31
1299,011,m11,44
1343,011,092,27
1370,011,113,35
1405,011,093,32
1437,011,069,32
1469,011,035,45
1514,011,m14,50
1564,011,108,29
1593,011,058,70
1663,011,081,49
1712,011,m36,8
1720,011,109,20
1740,011,129,42
1782,011,068,47
1829,011,039,19
1848,011,061,56
1904,011,003,31
1935,011,014,25
1960,011,serr2,21
1981,011,050,73
2054,011,037,41
2095,011,049,7
2102,011,126,22
2124,011,085,13
2137,011,074,26
2163,011,m22,30
2193,011,102,37
2230,011,130,45
2275,011,123,20
2295,011,016,79
2374,011,072,25
2399,011,m33,30
2429,011,117,49
2478,011,065,12
2490,011,002,6
2496,011,062,19
2515,011,083,15
2530,011,m15,44
2574,011,m27,20
2594,011,110,24
2618,011,106,41
2659,011,071,36
2695,011,043,40
2735,011,015,12
2747,011,044,6
2753,011,077,27
2780,011,m26,39
2819,011,051,41
2860,011,124,42
2902,011,120,13
2915,011,047,12
2927,011,m23,21
2948,011,112,21
2969,011,045,27
2996,011,063,22
3018,011,012,97
3115,011,041,33
3148,011,095,24
3172,011,m18,27
3199,011,098,35
3234,011,004,13
3247,011,121,34
3281,011,m12,28
3309,011,096,8
3317,011,111,51
3368,011,007,20
3388,011,103,25
3413,011,066,62
3475,011,105,12
3487,011,026,79
3566,011,078,32
3598,011,116,30
3628,011,057,23
3651,011,086,36
3687,011,056,109
3796,011,009,6
3802,011,091,45
3847,011,097,34
3881,011,040,25
3906,011,060,23
3929,011,118,25
3954,011,031,38
3992,011,067,21
4013,011,094,46
4059,011,084,38
4097,011,023,14
4111,011,104,34
4145,011,m20,47
4192,011,032,48
4240,011,073,28
4268,011,090,52
4320,011,025,58
4378,011,m13,40
4418,011,011,1866
6284,011,087,22
6306,011,m08,43
6349,011,070,15
6364,011,m32,65
6429,011,054,38
6467,011,m34,23
6490,011,048,35
6525,011,082,45
6570,011,131,18
6588,011,101,27
6615,011,052,90
6705,011,088,59
6764,011,010,6
6770,011,122,42
6812,011,037,6
6818,011,m35,30
6848,011,076,18
6866,011,114,38
0,005,m28,12
12,005,059,25
37,005,080,18
55,005,024,12
67,005,013,15
82,005,100,6
88,005,021,25
113,005,m24,6
119,005,046,7
126,005,125,25
151,005,022,19
170,005,099,34
204,005,m21,7
211,005,001,7
218,005,119,12
230,005,006,14
244,005,030,7
251,005,079,12
263,005,000,19
282,005,m17,6
288,005,107,25
313,005,m19,33
346,005,055,33
379,005,018,25
404,005,042,7
411,005,127,6
417,005,128,18
435,005,053,18
453,005,027,12
465,005,005,2237
2702,005,028,27
2729,005,029,33
2762,005,017,33
2795,005,033,13
2808,005,m30,19
2827,005,m29,13
2840,005,034,6
2846,005,089,13
2859,005,064,20
2879,005,m16,18
2897,005,m11,12
2909,005,092,13
2922,005,113,14
2936,005,069,43
2979,005,035,6
2985,005,m14,14
2999,005,108,38
3037,005,058,28
3065,005,081,30
3095,005,m36,13
3108,005,109,13
3121,005,129,12
3133,005,068,12
3145,005,061,28
3173,005,003,32
3205,005,014,13
3218,005,serr2,18
3236,005,050,30
3266,005,008,45
3311,005,049,32
3343,005,126,20
3363,005,085,13
3376,005,074,24
3400,005,m22,12
3412,005,102,24
3436,005,130,19
3455,005,123,12
3467,005,016,19
3486,005,072,18
3504,005,m33,24
3528,005,117,21
3549,005,065,18
3567,005,002,35
3602,005,062,13
3615,005,083,6
3621,005,m15,14
3635,005,m27,13
3648,005,106,19
3667,005,071,32
3699,005,043,14
3713,005,015,46
3759,005,044,12
3771,005,077,24
3795,005,m26,6
3801,005,051,12
3813,005,124,30
3843,005,120,6
3849,005,047,19
3868,005,m23,6
3874,005,112,6
3880,005,063,21
3901,005,012,19
3920,005,041,20
3940,005,m18,19
3959,005,004,22
3981,005,121,19
4000,005,m12,6
4006,005,096,6
4012,005,111,6
4018,005,007,27
4045,005,103,6
4051,005,066,12
4063,005,105,24
4087,005,026,25
4112,005,078,33
4145,005,116,6
4151,005,057,12
4163,005,086,13
4176,005,056,39
4215,005,009,6
4221,005,091,58
4279,005,097,12
4291,005,040,6
4297,005,060,18
4315,005,118,12
4327,005,031,26
4353,005,067,6
4359,005,094,49
4408,005,084,13
4421,005,023,18
4439,005,104,24
4463,005,m20,7
4470,005,032,25
4495,005,073,12
4507,005,090,7
4514,005,025,19
4533,005,m13,21
4554,005,011,28
4582,005,087,8
4590,005,m08,42
4632,005,070,30
4662,005,m32,6
4668,005,054,18
4686,005,m34,36
4722,005,048,28
4750,005,075,7
4757,005,082,26
4783,005,101,7
4790,005,052,12
4802,005,088,7
4809,005,122,6
4815,005,m35,12
4827,005,076,32
0,039,059,158
158,039,080,124
282,039,115,65
347,039,024,6
353,039,013,44
397,039,100,43
440,039,021,51
491,039,m24,93
584,039,046,113
697,039,125,91
788,039,022,44
832,039,099,82
914,039,m21,105
1019,039,001,19
1038,039,119,34
1072,039,006,19
1091,039,030,164
1255,039,079,48
1303,039,000,6
1309,039,m17,19
1328,039,m31,38
1366,039,107,58
1424,039,m19,87
1511,039,055,90
1601,039,018,92
1693,039,042,129
1822,039,127,64
1886,039,128,53
1939,039,053,30
1969,039,027,35
2004,039,028,7
2011,039,029,188
2199,039,017,37
2236,039,033,236
2472,039,m30,79
2551,039,m29,54
2605,039,034,19
2624,039,089,75
2699,039,064,12
2711,039,m16,73
2784,039,m11,110
2894,039,092,54
2948,039,113,60
3008,039,093,60
3068,039,069,106
3174,039,035,211
3385,039,m14,102
3487,039,108,19
3506,039,058,99
3605,039,081,106
3711,039,m36,6
3717,039,109,42
3759,039,129,72
3831,039,068,89
3920,039,039,3017
6937,039,061,121
7058,039,003,18
7076,039,014,6
7082,039,serr2,58
7140,039,050,98
7238,039,037,285
7523,039,008,14
7537,039,049,77
7614,039,126,64
7678,039,085,51
7729,039,074,135
7864,039,m22,97
7961,039,102,82
8043,039,130,55
8098,039,123,55
8153,039,016,102
8255,039,072,51
8306,039,m33,64
8370,039,117,56
8426,039,065,44
8470,039,002,40
8510,039,062,68
8578,039,083,45
8623,039,m15,49
8672,039,m27,47
8719,039,110,75
8794,039,106,36
8830,039,071,104
8934,039,043,177
9111,039,015,6
9117,039,044,101
9218,039,077,65
9283,039,m26,46
9329,039,051,137
9466,039,124,104
9570,039,120,44
9614,039,047,171
9785,039,m23,81
9866,039,112,59
9925,039,045,109
10034,039,063,195
10229,039,012,14
10243,039,041,211
10454,039,095,55
10509,039,m18,38
10547,039,004,39
10586,039,121,69
10655,039,m12,66
10721,039,111,40
10761,039,007,13
10774,039,103,103
10877,039,066,73
10950,039,105,58
11008,039,026,24
11032,039,078,88
11120,039,116,99
11219,039,057,52
11271,039,086,48
11319,039,056,138
11457,039,009,7
11464,039,091,90
11554,039,097,59
11613,039,040,87
11700,039,060,47
11747,039,118,73
11820,039,031,191
12011,039,067,38
12049,039,094,126
12175,039,084,109
12284,039,023,15
12299,039,104,70
12369,039,m20,51
12420,039,032,269
12689,039,073,83
12772,039,090,69
12841,039,025,32
12873,039,m13,51
12924,039,011,18
12942,039,087,38
12980,039,m08,134
13114,039,070,50
13164,039,m32,99
13263,039,054,110
13373,039,m34,82
13455,039,048,161
13616,039,075,6
13622,039,082,113
13735,039,131,48
13783,039,101,59
13842,039,052,96
13938,039,088,76
14014,039,122,66
14080,039,037,19
14099,039,m35,50
14149,039,076,24
14173,039,114,78
0,065,059,154
154,065,080,67
221,065,115,93
314,065,024,57
371,065,100,99
470,065,021,26
496,065,m24,31
527,065,046,15
542,065,125,97
639,065,022,37
676,065,099,91
767,065,m21,55
822,065,001,12
834,065,119,83
917,065,006,6
923,065,030,34
957,065,079,111
1068,065,m17,6
1074,065,m31,40
1114,065,107,51
1165,065,m19,73
1238,065,055,198
1436,065,018,39
1475,065,042,56
1531,065,127,77
1608,065,128,62
1670,065,053,13
1683,065,027,33
1716,065,005,18
1734,065,028,18
1752,065,029,60
1812,065,017,40
1852,065,033,62
1914,065,m30,90
2004,065,m29,53
2057,065,034,6
2063,065,089,81
2144,065,064,12
2156,065,m16,42
2198,065,m11,68
2266,065,092,74
2340,065,113,101
2441,065,093,90
